弹幕出现时间,弹幕格式,弹幕字体,弹幕颜色,弹幕时间戳,弹幕池,用户ID,rowID,未知信息,弹幕信息,分词结果
775.88200,1,25,16777215,Mon Jul 17 22:13:51 2023,0,d73ee02d,1363249728678479616	,9,打不过，就加入好了。,， 好 。
876.32400,1,25,16777215,Sat Jul 15 19:05:57 2023,0,288be335,1361705601088151552	,9,还记得安欣的徒弟吗，死不见尸那个,还 记得 安欣 徒弟 ， 死 不见 尸
717.96100,1,25,16777215,Sat Jul 15 19:02:20 2023,0,288be335,1361703781699637248	,9,还有痛打老同学,痛打 老同学
634.43900,1,25,16777215,Sat Jul 15 19:00:09 2023,0,288be335,1361702686407342848	,9,唐小龙唐小虎是真该死,唐 小龙 唐小虎 真 该死
1059.78100,1,25,16776960,Thu Jul 13 15:18:43 2023,0,1655cfa7,1360141681332334080	,9,自己拿刀砍自己的头,刀 砍 头
605.35100,1,25,16777215,Wed Jul 12 11:57:44 2023,0,a314641d,1359315745229971968	,9,?,?
155.19800,1,25,16777215,Tue Jul 11 12:07:39 2023,0,7072a354,1358595964151010560	,9,铁路华工，沉默的钢钉,铁路 华工 ， 沉默 钢钉
866.50500,1,25,16777215,Tue Jul 11 02:59:40 2023,0,17616a22,1358320150956500992	,9,安欣只是美好的想象吧了，他许多人人性善的一面的集合体。,安欣 美好 想象 ， 人 人性 善 集合体 。
742.68100,1,25,16777215,Mon Jul 10 16:21:03 2023,0,6e8ea911,1357998726634993152	,9,这句话拉回来听了几遍,这句 话 拉回来 听 几遍
1067.10300,1,25,16777215,Mon Jul 10 06:14:46 2023,0,c526f274,1357693571926394880	,9,做梦吧 我们没经历过么？结果是啥？,做梦 没 经历 ？ ？
252.12800,1,25,16777215,Mon Jul 10 01:53:06 2023,0,ea1f459a,1357561874303963136	,9,美国关于大政府还是小政府的政治斗争得写几本书了，这个说的有点简略到有问题了,美国 大 政府 小 政府 政治 斗争 写 几本书 ， 说 简略
195.64600,1,25,16777215,Fri Jul  7 11:42:21 2023,0,720dc439,1355684123603420672	,9,垄断难道是合法的？？？,垄断 难道 合法 ？ ？ ？
657.67900,1,25,16777215,Mon Jul  3 21:26:50 2023,0,c44e4018,1353079199950652672	,9,考公务员很简单吗,考 公务员 很 简单
84.54400,1,25,16777215,Mon Jul  3 19:05:07 2023,0,cb3d1ef2,1353007874275732736	,9,The man who bulit America,The man who bulit America
346.80600,1,25,16777215,Sat Jul  1 13:09:44 2023,0,2a39a829,1351379454605298432	,9,生产关系不符合当下生产力,生产关系 不 符合 当下 生产力
616.48200,1,25,16777215,Tue Jun 27 13:53:53 2023,0,f3f51798,1348502573732411392	,9,哈哈哈哈哈,哈哈哈
726.87800,1,25,16777215,Sun Jun 25 22:13:56 2023,0,1bbbb10d,1347304704283053824	,9,NB，原谅我实在听不懂,NB ， 原谅 实在 听不懂
215.57500,1,25,16707842,Tue Jun 20 18:05:17 2023,0,18578beb,1343555679331427840	,9,量变引起质变,量变 质变
1060.00000,5,25,15138834,Tue Jun 20 12:57:32 2023,0,e9d965e7,1343400783131044352	,9,我超，托！,我超 ， 托 ！
51.88100,1,25,16777215,Fri Jun 16 11:54:54 2023,0,eb16badb,1340470155406376448	,9,亿万是另一个故事,亿万 一个 故事
50.16100,1,25,16777215,Fri Jun 16 11:54:45 2023,0,eb16badb,1340470078608758528	,9,nonono,nonono
27.24100,1,25,16777215,Fri Jun 16 11:54:20 2023,0,eb16badb,1340469864263303936	,9,亿万总是给我一种不得劲而的感觉，可能因为是系列剧,亿万 一种 不得劲 感觉 ， 系列剧
1041.52100,1,25,16777215,Tue Jun 13 20:08:39 2023,0,2e075fa9,1338544341446351616	,9,讽刺,讽刺
743.06000,1,25,16777215,Tue Jun 13 20:02:29 2023,0,2e075fa9,1338541232955559168	,9,高考,高考
195.77900,1,25,16777215,Tue Jun 13 19:50:52 2023,0,2e075fa9,1338535383663068672	,9,irs呢？,irs ？
746.81600,1,25,16777215,Tue Jun 13 09:33:24 2023,0,4df3c28,1338224604988423424	,9,绝了,绝
366.03900,1,25,16777215,Sun Jun 11 21:56:04 2023,0,93ab0e6d,1337148852683260160	,9,是的，南北战争,， 南北战争
1075.79300,1,25,16777215,Sun Jun 11 09:25:40 2023,0,3e1817a3,1336771164508556544	,9,NB,NB
1045.86300,1,25,16777215,Tue Jun  6 18:56:27 2023,0,cc76c770,1333434569562853376	,9,可能性在哪,可能性
759.05800,1,25,16777215,Tue Jun  6 18:50:42 2023,0,cc76c770,1333431674947793920	,9,这是大概率胜出的选择,大 概率 胜出 选择
696.08200,1,25,16777215,Tue Jun  6 18:49:15 2023,0,cc76c770,1333430941389222400	,9,是的,
675.51700,1,25,16777215,Tue Jun  6 18:48:49 2023,0,cc76c770,1333430724459758336	,9,是的,
795.15900,5,25,16777215,Mon Jun  5 06:57:26 2023,0,aff3d5f4,1332347903335015936	,9,但是他怎么收手呢,收手
1006.87200,1,25,16777215,Sun Jun  4 17:26:04 2023,0,9e9e96ce,1331939528751111680	,9,风浪越大！！！鱼越贵！！！,风浪 越大 ！ ！ ！ 鱼越 贵 ！ ！ ！
988.16800,5,25,16777215,Sun Jun  4 01:25:38 2023,0,d011d670,1331456125576637696	,9,这在美国是碰都不能碰的话题，你居然让人家拍出来？,美国 碰 都 碰 话题 ， 居然 拍 ？
42.65300,1,25,16777215,Sat Jun  3 19:55:01 2023,0,794a2156,1331289716615964672	,9,开局就这么刺激,开局 刺激
868.23000,1,25,15138834,Fri Jun  2 21:33:24 2023,0,9f5b5949,1330614463887321344	,9,14亿人堆里扒拉不出几个安欣，有，极端地少,14 亿人 堆里 扒拉 不 出 几个 安欣 ， ， 极端 地少
776.95000,1,25,15138834,Fri Jun  2 21:31:06 2023,0,9f5b5949,1330613301058704128	,9,好骂，会骂就多骂点,好 骂 ， 会 骂 骂 点
3.92200,1,25,15138834,Fri Jun  2 21:16:14 2023,0,9f5b5949,1330605820332932096	,9,现实比剧更黑暗，就这结尾还被改了，后面直接没看,现实 比剧 更 黑暗 ， 结尾 还 改 ， 没 看
1086.30400,1,25,16777215,Thu Jun  1 03:36:21 2023,0,ed85d78c,1329347584615342592	,9,求生欲,求生欲
755.30200,1,25,15138834,Mon May 29 21:34:53 2023,0,82eff382,1327716102700467200	,9,分析的相当有水平，确实啊，周围的一切只能让你加入，不加入生存都是问题,分析 水平 ， 确实 ， 只能 ， 不 生存 都
635.06000,1,25,16777215,Sun May 28 18:30:31 2023,0,9483c7f1,1326898530325048320	,9,看不见本质的人很可爱,看不见 本质 人 很 可爱
1040.91000,1,25,16707842,Fri May 26 23:18:18 2023,0,e4979b44,1325593827213536000	,9,好人就该让人拿枪指着？,好人 人 枪 指着 ？
84.76500,1,25,16777215,Mon May 22 12:00:55 2023,0,c52d4f06,1322353789189342720	,9,盖茨比,盖茨
1109.91900,1,25,16777215,Sat May 20 23:45:58 2023,0,b579c901,1321259100138844928	,9,虽然只是一部剧，但至少拍出来了，希望多点狂飙这样的剧,一部 剧 ， 至少 拍 ， 希望 多点 狂飙 剧
683.53900,1,25,16777215,Sat May 20 23:38:04 2023,0,b579c901,1321255122914957056	,9,确实,确实
766.58300,1,25,16777215,Sat May 20 20:32:34 2023,0,140a7d9e,1321161759578501888	,9,社会是经济社会，学校一开始就要教赚钱是第一位，可是他们不,社会 经济社会 ， 学校 就要 教 赚钱 第一位 ， 不
360.59900,1,25,16777215,Sat May 20 20:23:03 2023,0,140a7d9e,1321156968517377792	,9,找不到生存的终极意义，神就不会让一切停止,找 不到 生存 终极 意义 ， 神 停止
764.25700,1,25,16777215,Thu May 18 14:51:12 2023,0,3b603a3c,1319540391682352640	,9,你的小管理就是这样一个心理变态的小人,小 管理 一个 心理变态 小人
923.93900,1,25,16777215,Tue May 16 22:33:42 2023,0,a79b21fd,1318323622632308480	,9,没办法改变现状，就只能顾好自己的悲观状态,没 办法 改变现状 ， 只能 顾好 悲观 状态
38.93900,1,25,16777215,Mon May 15 11:34:27 2023,0,af2e3c0f,1317267038808386816	,9,双厨狂喜,双厨 狂喜
654.00800,1,25,16777215,Mon May 15 00:43:12 2023,0,b82df83d,1316939247097329920	,9,闲鱼看是为了看清自己为什么没有理想，或者说被压进潜意识里不被发觉的愿望,闲鱼 看 看清 理想 ， 或者说 压进 潜意识 里 不 发觉 愿望
210.09700,1,25,16777215,Sun May 14 11:22:40 2023,0,542200c8,1316536328883798016	,9,高启强被执行死刑的时候算了算是接近六十了，意思是他三十年这里面享受着的一切，欲望真正意义得到了满足，这种人生不值得我们期待吗？,高启 强 执行 死刑 算了 算是 接近 六十 ， 三十年 享受 ， 欲望 意义 ， 人生 不 值得 期待 ？
537.10800,1,25,16777215,Sat May 13 12:37:07 2023,0,531ff9e2,1315849021591461376	,9,乡贤&村霸,乡贤 & 村霸
242.19600,1,25,16777215,Sat May 13 12:31:40 2023,0,531ff9e2,1315846281981224448	,9,想起了教父经典桥段,想起 教父 经典 桥段
224.53200,1,25,16777215,Sat May 13 12:30:58 2023,0,531ff9e2,1315845929290578944	,9,高起强所处时事势注定洗不白也退不出来了,高起 强所处 时事 势 注定 洗不白 退 不
194.75000,1,25,16777215,Sat May 13 12:29:16 2023,0,531ff9e2,1315845075137457920	,9,还有一个钢铁大王也是狠人,一个 钢铁 大王 狠 人
1043.80600,1,25,16777215,Fri May 12 12:47:07 2023,0,bc6b9d3a,1315129284687497984	,9,这一滴泪，神了,一滴 泪 ， 神
942.76800,1,25,16777215,Tue May  9 23:27:51 2023,0,4c49fa57,1313277447042969344	,9,ABCD让伊朗粮食价格暴涨,ABCD 伊朗 粮食价格 暴涨
1051.70200,1,25,16777215,Tue May  9 19:57:33 2023,0,5b453143,1313171601290039296	,9,这不是做梦吗？,做梦 ？
832.57400,1,25,16777215,Fri May  5 13:52:56 2023,0,1301ea95,1310088976266302464	,9,老保,老保
604.43500,1,25,16777215,Fri May  5 13:49:02 2023,0,1301ea95,1310087014347054080	,9,really？,really ？
151.31600,1,25,16777215,Sat Apr 29 16:06:30 2023,0,d94264a7,1305807547923820032	,9,杜克斯坦福不也是？,杜克 斯坦福 不 ？
232.06000,1,25,16777215,Sat Apr 29 07:39:45 2023,0,3f661c95,1305552496692993024	,9,没有富人而道德的。,富人 道德 。
101.53700,1,25,16777215,Sat Apr 29 07:37:17 2023,0,3f661c95,1305551256504413696	,9,现在各地城投、产投也都还是很大程度影响本地，一个电话解决各种问题,城投 、 产投 都 很大 程度 影响 本地 ， 一个 电话 解决
1059.39800,1,25,16777215,Fri Apr 28 22:50:17 2023,0,b0984457,1305286004114226688	,9,自我感觉良好,自我感觉
502.43200,1,25,16777215,Fri Apr 28 22:42:44 2023,0,b0984457,1305282202934149632	,9,还不够现实，高启强们都洗好了,还 现实 ， 高启 强们 都 洗 好
601.82100,1,25,16777215,Fri Apr 28 00:12:17 2023,0,ca0a9a10,1304602502255484672	,9,我觉得就该全人类橙汁，这才是最完善的计划,全人类 橙汁 ， 这才 最 完善 计划
1067.91500,1,25,16777215,Wed Apr 26 23:30:27 2023,0,6e7755e1,1303856675337501696	,9,只有一个答案 wcjjwhdgm keep revolution！,一个 答案 wcjjwhdgm keep revolution ！
1054.05900,1,25,16777215,Wed Apr 26 19:48:19 2023,0,c28443f4,1303744868950354688	,9,总之这一段你说的是我们需要天降猛男,一段 说 天 降 猛男
59.49900,1,25,16777215,Wed Apr 26 13:37:21 2023,0,a1b3453b,1303558156982752512	,9,你刷新了我对现代女性的认知原来真的还有讲道理的女性人类！！！讲道理的你很美！！！！祝你好运！,刷新 女性 认知 真的 讲道理 女性 人类 ！ ！ ！ 讲道理 很 美 ！ ！ ！ ！ 祝你好运 ！
604.40800,1,25,16777215,Mon Apr 24 16:14:22 2023,0,ef50b09a,1302187631433980416	,9,？求生欲很强,？ 求生欲 很强
1042.27800,1,25,16777215,Sun Apr 23 03:08:43 2023,0,11468d71,1301067428046146816	,9,好是好，就是有点不切实际,好 好 ， 不切实际
530.83500,1,25,16777215,Sat Apr 22 14:30:29 2023,0,877c8058,1300685795178787328	,9,儒狗别洗,儒狗别 洗
624.49900,1,25,16777215,Sat Apr 22 02:22:09 2023,0,fa71686f,1300319209770749440	,9,弹幕大多数都是已经被资本异化了的人,弹幕 都 资本 异化 人
624.48900,1,25,16777215,Thu Apr 20 04:27:09 2023,0,8473d897,1298932577130185216	,9,说懂哥懂王的，都是一堆臭保皇吧！,说 懂哥 懂 王 ， 都 一堆 臭 保皇 ！
999.54800,1,25,16777215,Wed Apr 19 20:34:17 2023,0,95f3d4d9,1298694572859544832	,9,伊万在哪儿可以看？,伊万 看 ？
7.27900,1,25,16777215,Tue Apr 18 22:47:36 2023,0,f26ae7a0,1298036899482633728	,9,还是人民的名义好看,人民 名义 好看
1064.56400,1,25,16707842,Tue Apr 18 18:56:03 2023,0,c208a6da,1297920357440785920	,9,姐妹，别说梦话了,姐妹 ， 说梦话
997.53400,1,25,16777215,Mon Apr 17 14:42:50 2023,0,b0dfa56,1297068130006237696	,9,“赛博精神病”,“ 赛博 精神病 ”
161.79100,1,25,16777215,Sun Apr 16 12:48:38 2023,0,88d54534,1296285876263241728	,9,把锅甩给资本家和黑帮，把自己的问题甩给内部没有后台的人，转嫁矛盾以及掩盖矛盾,锅 甩 资本家 黑帮 ， 甩 内部 后台 人 ， 转嫁 矛盾 掩盖 矛盾
439.64000,1,25,16777215,Sun Apr 16 06:01:11 2023,0,276157e7,1296080802052092160	,9,“我从美德中汲取力量”,“ 美德 中 汲取 力量 ”
1105.32000,1,25,16777215,Sat Apr 15 17:01:24 2023,0,509a54a0,1295688322261401344	,9,要警惕自我感动,警惕 自我 感动
0.19300,1,25,13839654,Sat Apr 15 13:47:36 2023,0,79c3784c,1295590782061127680	,9,窃钩者诛窃国者诸侯,窃钩者诛 窃国 诸侯
905.87600,1,25,16777215,Fri Apr 14 21:45:27 2023,0,1d1929f1,1295106516520741888	,9,亿万真的有点烂尾，但还是很推荐看 很精彩,亿万 真的 烂尾 ， 很 推荐 看 很 精彩
941.07900,1,25,16777215,Fri Apr 14 01:28:04 2023,0,7a91cb41,1294493788189898240	,9,安欣存在，我就是安欣,安欣 ， 安欣
32.83000,1,25,16777215,Thu Apr 13 09:34:46 2023,0,912ede8d,1294013977277537536	,9,生存之民工 也不错,生存 民工 不错
178.65800,1,25,16777215,Wed Apr 12 17:03:40 2023,0,861553ae,1293515133997792768	,9,窃钩者诛，窃国者诸侯,窃钩者诛 ， 窃国 诸侯
75.56300,1,25,16777215,Wed Apr 12 01:16:18 2023,0,6dd8d78b,1293038312633767680	,9,企业家吧,企业家
1032.62500,1,25,16777215,Tue Apr 11 23:32:28 2023,0,f4be5aff,1292986046807964672	,9,我曾经期待的是医院里那个小男孩方东海,期待 医院 里 小男孩 方 东海
614.74500,1,25,16777215,Tue Apr 11 23:23:35 2023,0,f4be5aff,1292981581106926080	,9,所以高启强死刑前的一段戏很重要，强化他的命运悲剧，而非龙虎兄弟那种死得其所,高启 强 死刑 前 一段 戏 很 ， 强化 命运 悲剧 ， 非 龙虎 兄弟 那种 死得其所
1078.86000,1,25,16777215,Tue Apr 11 13:21:36 2023,0,4464078e,1292678590265494272	,9,求生欲,求生欲
924.87500,1,25,16777215,Sun Apr  9 23:09:11 2023,0,f10233ec,1291524776435079424	,9,就像在封建社会的青天大老爷一样，有用吗？有，但不能改变根源,封建社会 青天 大老爷 ， 有用吗 ？ ， 改变 根源
1026.96600,1,25,16777215,Sun Apr  9 12:27:32 2023,0,dde9146,1291201826091630336	,9,满分阅读理解，学院派很有帝王师资质,满分 阅读 理解 ， 学院派 很 帝王 师 资质
307.67800,5,25,41194,Sat Apr  8 23:03:19 2023,0,22ca3d4e,1290797048894861056	,9,你自由的上位就不能阻止民众联合起来推翻你，这才是自由，杀与被杀的自由,自由 上位 阻止 民众 联合 推翻 ， 这才 自由 ， 杀 杀 自由
192.51800,5,25,41194,Sat Apr  8 22:59:48 2023,0,22ca3d4e,1290795285307719424	,9,窃钩者诛，窃国者为诸侯,窃钩者诛 ， 窃国 诸侯
648.59000,1,25,16777215,Sat Apr  8 22:51:27 2023,0,94e57a8d,1290791082531462144	,9,有高启盛在就不可能,高启 盛 不
601.51300,1,25,16777215,Sat Apr  8 22:02:19 2023,0,88214fe4,1290766350331393536	,9,哈哈了,
590.28400,1,25,16777215,Sat Apr  8 12:49:12 2023,0,5076da11,1290487956590923008	,9,版本为王,版本 王
40.57000,1,25,16777215,Sat Apr  8 12:37:20 2023,0,5076da11,1290481982409009664	,9,因为资本积累意味着夺取工人的剩余价值,资本积累 意味着 夺取 工人 剩余价值
667.66900,1,25,16777215,Thu Apr  6 09:34:27 2023,0,8e133bc0,1288940382331101696	,9,那些体制内的都赚不什么钱,体制 内 都 赚 不 钱
1058.06000,1,25,16777215,Wed Apr  5 14:23:15 2023,0,18d286a4,1288360962596142592	,9,编剧：科幻片,编剧 ： 科幻片
367.73800,1,25,16777215,Wed Apr  5 13:46:28 2023,0,878a5bae,1288342455187761152	,9,生产关系和生产力不相适应,生产关系 生产力 不相适应
675.54700,1,25,16777215,Tue Apr  4 00:13:16 2023,0,f69073a0,1287208381513215744	,9,现在有些企业就是当年公务员应发不出工资下海创业创出来的,企业 当年 公务员 应 发不出 工资 下海 创业 创
1044.99000,1,25,16777215,Mon Apr  3 14:34:11 2023,0,7e5a159,1286916918716368128	,9,那这就播不出来了,就播 不
912.55900,1,25,15138834,Mon Apr  3 11:51:51 2023,0,2a2cba62,1286835215419257344	,9,放屁，你自己没有见到过安欣，自己的心里也没有欣，但不代表安欣不存在,放屁 ， 见到 过安欣 ， 欣 ， 不 代表 安欣 不
628.57000,1,25,15138834,Mon Apr  3 11:45:57 2023,0,2a2cba62,1286832241321803520	,9,不懂就多读书，少tm搁这自以为是的什么刷保护刷不能说的,不 懂 读书 ， 少 tm 搁 自以为是 刷 保护 刷 说
995.14000,1,25,15138834,Sun Apr  2 14:43:01 2023,0,29343b8a,1286196584148880896	,9,未曾设想的道路,未曾 设想 道路
934.64700,1,25,16777215,Sun Apr  2 14:41:02 2023,0,29343b8a,1286195593529898496	,9,这不,不
618.36600,1,25,16777215,Fri Mar 31 05:38:06 2023,0,4c40945,1284472767105967360	,9,父母是国企下岗职工,父母 国企 下岗职工
661.77900,1,25,16777215,Thu Mar 30 15:19:57 2023,0,4e7049d5,1284040852955512064	,9,考公就成祁同伟了,考公 成祁同伟
775.15900,1,25,16777215,Wed Mar 29 22:24:49 2023,0,8e80fec8,1283529916935437568	,9,一部分人扭曲，但是另一部分在社会中也遭受着种种的不公,一部分 人 扭曲 ， 一部分 社会 中 遭受 种种 不公
1038.18300,1,25,16777215,Wed Mar 29 20:36:55 2023,0,ac3c119c,1283475608457882880	,9,黄瑶靠自己力量？高启强拿她当家人，不愿意防她而已，不然早死一百次了,黄瑶 力量 ？ 高启 强 当家人 ， 不 防 ， 早死 一百次
790.38800,1,25,16777215,Wed Mar 29 20:31:25 2023,0,ac3c119c,1283472836694238976	,9,工人？他是鱼贩啊,工人 ？ 鱼贩
1063.93200,1,25,16777215,Tue Mar 28 22:26:44 2023,0,c797a0e6,1282806108654133504	,9,"每个人做好自己, 守住底线, 社会自然就会变好. 我们这么多年不就是这么过来的","人 做好 , 守住 底线 , 社会 自然 就会 变好 . 多年 不"
10.23900,1,25,16777215,Tue Mar 28 22:25:41 2023,0,e56bd7d,1282805578409780992	,9,三体,三体
861.07000,1,25,16777215,Tue Mar 28 22:17:24 2023,0,c797a0e6,1282801405832314112	,9,没有那么多像安欣这样的人，哪有现在键盘侠在这里敲敲敲,多像 安欣 人 ， 哪有 键盘 侠 敲敲 敲
599.91700,1,25,16777215,Tue Mar 28 22:11:36 2023,0,c797a0e6,1282798488148764672	,9,来，弹幕大神给个两全其美的办法呀？,， 弹幕 大神 两全其美 办法 ？
754.22800,1,25,16777215,Tue Mar 28 15:07:23 2023,0,e04a2674,1282584969755300352	,9,鹅鹅鹅,鹅鹅鹅
175.77500,1,25,16777215,Tue Mar 28 12:57:05 2023,0,c84e835f,1282519395142684672	,9,很可能为了洗白的,很 洗白
